id,username,password,address,city,orders,favorites,balance
43729236,precede,-5528371110233189691,85 Crooked Hill Road,Commack,"['0373836023', '9681500555', '8483002523', '067103619X', '0743418190', '0804117934', '0451410319', '0060809027', '0312906552', '0330332775', '0452277337', '0446672211', '0553256785', '0307215342', '2264009306', '0449911683', '0671000306', '8427007450', '2020315491', '1853262404', '0385511612', '0394559487', '0451208080', '0345391802', '0671621009', '0425184129', '1575663937', '0385479689', '0440222303', '0060927240', '0062770500', '0312890044', '0399137807', '0865050880', '0394586239']","['0894342789', '0446310786', '0345418018', '067176537X', '0553571486', '0375509038', '0064472264']",59.9
74638245,corves,-6586862915507947139,7155 State Rt 12 S,Lowville,"['0743418190', '0451181379', '225300670X', '0375751513', '0440441501', '0486281965', '0553579681', '0590225170', '0061099686', '3548254268', '0671525832', '3473540420', '080411952X', '0449202631']","['055356451X', '8483007010', '0553578693']",94.9
26839459,aesthetics,-7815282069435081792,872 Route 13,Cortlandville,"['0312986769', '0345341201', '0373123485', '0874067391', '0449911683', '8445071769', '3442446937', '0671649949', '0451526279', '0767908473', '0553210092', '0446527793', '0312282990', '1928791107', '0140021566']","['039456894X', '0439569842', '0440130913', '0880701102']",114.3
99209924,unceasing,810998990585072273,990 Route 5 20,Geneva,"['3257207522', '0061099686', '0741405784', '0394178017', '0308102282', '1569871213', '0373836023', '0590484753', '0192815318', '0515134368', '0440441501', '0743201078', '0440219604', '0446519138', '0399148582', '0140250964', '0307215342', '0975311255', '156341029X', '156971620X', '0440130913', '0446672211', '0671042858', '1854795554', '0671888587', '0743462335', '0380718332', '0786886463', '1860198597', '0451526279', '055321313X', '2070362388', '2070384349', '0385503857', '0140382658', '0425163091', '0451410319', '1558744150']",[],56.6
93101210,anadromous,-4904825736983435989,425 Route 31,Macedon,"['0394178017', '0373245580', '3404921038', '0451452755']","['0440222818', '0312986769']",99.6
90673001,improbability,8023173952674795729,1950 W Main St,Centre,"['0156027321', '0375705856', '1569871213', '0399147012', '1563899388', '080411952X', '0553562819', '0316314927', '0884111342', '1853260622', '3473540420', '0812575954', '8483002523', '0316116025', '0439221730', '0373245580', '0307215342', '3404921038', '0842342702', '0060930187', '0821770209', '0553210092', '8478097732', '0140021566', '2070423204', '055321313X']","['1400077826', '0684833395', '8472238822', '0060938455']",148.2
10476739,jaddan,2240242697714171963,255 W Main St,Avon,"['3548254268', '0060006048', '0590484753', '0156027321', '0812521129', '0140253580', '0060934719', '0330332775', '0590481371']","['1853260053', '0741403471', '1857938011', '0440219604', '0142000205']",99.8
36910821,styria,-4879425241865727813,209 Lakeshore Parkway,Homewood,"['1567407781', '067170124X', '0553569058', '015216250X', '0671847546', '0345297709', '0553568760', '0140253580', '0765341972', '0440218535', '0590598848', '0671027360', '0889740828', '0425163091', '043922165X']","['0590021117', '0373196741', '1592571301', '0345379454', '0060083298']",53.2
13653964,giffard,1224563092745933545,41301 US Hwy 280,Sylacauga,"['074345829X', '0140021566', '0345311396', '0553571486', '0060006048', '1881320189', '0373196741', '0553256785', '039304016X', '0385479689', '0741402912', '0875421288', '2266084372', '0440130913', '0451406923', '0312206763', '0553584383', '0849943728', '0440117291']",[],136.1
27643147,aklog,2254714563293302360,150 Springville Station Blvd,Springville,"['0060006048', '0142000205', '1563899388', '067103619X', '0590897985', '0307215342', '0671864769', '0312261594', '0671868713', '8472238822', '0688169678', '0440949424', '0385496907', '0060932759', '0425178242', '0316748641', '0060173289', '0590484753', '0060809027', '1857938011']",['0061009059'],99.9
16718125,nephogram,5156524449723370143,15445 Highway 24,Moulton,"['0060987103', '0060927240', '0688180639', '015216250X', '0439221676', '0345354931', '0316769487', '0446364762', '055356451X', '0345424719', '0415928087', '0140253580']","['0486415864', '0972044205', '0440226694', '043922165X', '0812521129', '3257212054']",137.6
52048356,healy,-7240629602182561419,1365 Boston Post Road,Milford,"['0590450875', '038076654X', '9681500555', '0373196989', '0805062971', '039456894X', '0446531332', '0446608653', '0486415864', '0385336772', '0812523385', '0449207544', '1928791107', '0553101439', '3257216416', '8484509141', '0451625889', '0451527038', '0840734530', '0345297709', '0947782141', '1585007366', '074345829X', '0451526279', '3257207522', '0451452755', '0553574175', '0671023616', '0416196772', '0671621009', '0060987103', '0439095026', '0375719180', '0061030147', '0452277337', '1860198597', '0553584510', '0385730586', '0767905938', '0345413377']","['0451523318', '0380002450', '8478097732', '0671002481', '0316314927', '0385490992', '0312986769']",80.0
97745400,ascariasis,9023548930848139593,701 Mcmeans Ave,Bay Minette,"['067176537X', '0812521331', '0671779338', '061312975X', '0425184129', '0517201658', '0399138684', '0801096677', '0375821813', '0553584510', '0927545373', '1558744150', '0553225987', '0060973897', '0553579681', '0452277337']","['0590598848', '1860198597']",57.4
37508103,britteny,-5681547572555582498,67 Newton Rd,Danbury,"['1853262404', '0451208080', '0671000306', '2266029460', '0373196989', '185479549X', '0060930705', '0440130913', '0812523385', '0393020371', '0801096677', '0373750013', '0060930187', '0373123485', '0152162577', '3492045642', '044021145X', '8483007010', '225300670X', '0684868911', '0743206053', '0394551427', '0399137807']","['3442353866', '0446310786', '1567407781']",107.0
12007825,patrizio,-6081728306920512711,279 Troy Road,East Greenbush,[],"['2253005274', '1853260673', '0060934719', '156718796X']",61.6
76536711,uraeus,-8756513748615991769,8064 Brewerton Rd,Cicero,"['0440218535', '2264009306', '0819154946', '0449001954', '0425142485', '0380012863', '0394586239', '0060083298', '0061076031', '0316735736', '0684868911', '0486415864', '067170124X', '0345428900', '0807565288', '0670031046', '0385511612', '0345416848', '0743411269', '0671027360', '0439095026', '0671021001', '0374343381', '0688169678', '0425179672', '0671621009', '0312906552', '0330332775', '015216250X', '0812923278', '0451197275', '0449211770', '0060563079', '0156047624']","['1853260622', '1569471096', '0399143165', '0308102282', '0767905938']",110.9
47117427,indignity,-7289902140182160193,1706 Military Street South,Hamilton,"['0064472264', '0553579681', '0195086295', '0312422156', '0671623249', '3257212429', '0446605484']","['0743411269', '0425179672', '1853260622']",116.6
98862907,tengler,-6305598480287593855,555 East Main St,Orange,"['0394800133', '1573228737', '0375420827', '3423116714', '8445071769', '067170124X', '0679401377', '0446605484', '0380704587', '0741403471', '0890877564', '0330332775', '0345391802', '0425137945', '0345379454', '0393318435', '0312422156', '0440949424', '0486284735', '0743462335', '0060934719', '0618231617', '0375704027', '0865050880', '2253063339', '0385479689', '1570717257', '0061096091', '0380817144', '0486415864', '0381999866', '0380728273', '0684833395', '0486282112', '0316969443', '1853260622', '0553279572', '0451527747']","['0156047624', '0061076031', '156341029X', '0439319552', '0451195663', '0812521331']",144.4
89061636,clarinda,-6695371755416674660,1801 Hwy 78 East,Jasper,"['0071416331', '0786913878', '0152162577', '0316116025', '0142000205', '0312206763', '0486284735', '074345829X', '0517201658', '0060930187', '0375704965', '0316735736', '0440234743', '1567407781', '0449207544', '0451625889', '0449911683', '0375821813', '1555834531', '0192815318', '0449202631', '044021145X', '0590484753', '0373871562', '0394895894', '0345297709', '0679743464', '0451208080', '0446527165', '039456894X', '0805063897', '0440130913', '1881320189', '0380788497', '0385730586', '0440117291', '1585007366', '0741402912', '0961769947', '0060083298']","['0316666343', '0553584510', '0316969443', '0345428900', '0743462335', '0345311396', '0380704587']",108.4
74949488,whiteside,8214652358252946247,555 Hubbard Ave-Suite 12,Pittsfield,"['0449911004', '0972044205']","['0451410319', '3746670055', '0440175623']",115.9
21269556,castaway,-2271101413398134915,200 Otis Street,Northborough,"['0060804157', '0679801146', '0385327773', '0156047624', '0425174484', '0380754851', '2070423204', '0140382658', '0374343381', '3423116714', '0345413369', '0060987103', '8477830029', '2253148539', '0393048977', '0842336214', '0684833395', '055356451X', '0451526279', '0451406923', '0812923278', '0743206053', '0345391802', '0393020371', '8484509141', '3442446937', '0517201658', '0590021117', '1576737357', '0345416848', '3499151502', '0312422156', '1400077826', '0312148267', '0446527793']","['0553107305', '0156001942']",122.9
20665608,apivorous,-139802156931078228,295 Plymouth Street,Halifax,"['0374343381', '1853262404', '2253063339', '0671649949', '0449245691', '0451166892', '0345311396', '0445402040', '0553582909', '1561561428', '0330332775', '0961769947', '0312953453', '0805062971', '0836230868', '0345335465', '014036336X', '0373196989', '0439221676', '0679442790', '0380718332', '0345451260', '3518111000', '0393020371', '3442098424', '0671525832']","['0345251733', '0975311255', '0375751513', '0440218535', '0345402871', '0590598848', '0312422156']",81.5
72695687,arabela,8582096334608744557,43 Stephenville St,Massena,"['0060192631', '0060932759', '0486281965', '0553568760', '0741402912', '0670892963', '8478097732', '1561561428', '0801096677', '0393030342', '0671000306', '8440616252', '0440219604', '0452277337', '3423116714', '0399147128', '0743206053', '0743462335', '0393020371', '0440226104', '0525943862', '0380718332', '0590484753', '0312988699', '0345251733', '055326382X', '3518111000', '0674511255', '0312422156']","['0156013967', '1579651658']",119.2
61490586,goldiegoldilocks,-8162634460756496228,4300 Lakeville Road,Geneseo,"['0440222818', '0399143165', '0316969443', '0439319552', '0425174484', '0316116025', '0399148582', '8445071769', '0440949424', '9724119378', '0394586239', '0060930365', '0385505833', '0380002450', '0399137807', '0375823352', '0312988699', '0684868911', '1860198597', '1592571301', '0671000306', '0380754851']","['0140253580', '0440122090', '0590225170', '1401201172', '8420639133']",122.4
96803803,lineate,1094920255670486674,851 Ann St,Montgomery,"['0312206763', '055326382X', '1414035004', '044021145X', '0765341972', '0330332775', '0439569842', '8433914545']","['0385730586', '3404921038', '0743206045', '0618173870']",105.3
56412921,lagrange,5437278876411805613,5919 Trussville Crossings Pkwy,Birmingham,"['0439221676', '0425137945', '0393020371', '8807120194', '0812521129', '8845229041', '0807565288', '0385511612', '3462021095', '0345451260', '0439569842', '0743201078', '0195086295', '0451523415', '0312148267']","['3257216416', '0449911683', '0449911004', '0553569058']",92.3
37443511,orchestral,-2208298094876076276,150 Springville Station Blvd,Springville,"['0553574175', '0451181379', '1576737357']","['0140286276', '0553210092', '185479549X', '0765341972']",104.8
64496591,autonomous,-8565259544607555182,10401 Bennett Road,Fredonia,"['038076654X', '8427007450', '0425184129', '0849943728', '1570717257', '0345416848', '0140253580', '0060083298', '0192815318', '0674511255', '0060987103', '0385493800', '3257207522', '0486281965', '3518111000', '0451523318', '0425178242', '0380754851', '0399143165', '0812541642', '8483002523', '0743406176', '0553584510', '0440415993', '0819215635', '0684823802', '0061096091', '0345391802', '0451526279', '0245542957', '0312278586', '0349101779', '0345251733']","['0671021001', '0439095026']",121.3
45019475,yaroslavl,5738141880212037035,1007 Red Farmer Drive,Hueytown,"['0449207544', '0451452755', '0440415993', '156718796X', '0961769947', '0062770500', '0399138684', '1573228737', '1928791107', '039457513X', '0553298860', '0373836023', '225300670X', '0375751513', '0590481371', '0140250964', '0786913878', '038076654X', '349913358X', '0892967994', '0671868713', '0385336772', '0060973129', '3499151502', '9681500555', '0553574167', '0156047624', '0312953453', '0373196741', '0812575954', '0446310786', '0195086295', '0743406176']","['0890877564', '0380002450', '0821772953', '0747538069', '0345413369']",74.9
73990438,lottielotto,-1717494738664945621,8064 Brewerton Rd,Cicero,"['0945397410', '0345428900', '074345829X', '0307215342', '2253148539', '1884777805', '0140253580', '1400077826', '0890877564', '0887841740', '0749748028', '0451456548', '156971620X', '0671461494', '1570717257', '0385316895', '3442353866', '0679893105', '8477830029', '0374343381', '067176537X', '0349101779', '0894342789', '0385493800']","['0812523873', '0743206045']",147.4
87109926,pickard,8409449589270448834,1365 Boston Post Road,Milford,"['0812575482', '0440117291', '0345402871', '2070384349', '2253005274', '0060804157', '0671021001', '9724119378', '0684833395', '0741403056', '0451452755', '1573228737', '0373871562', '0345441133', '0385496907', '0373245580', '0060987103', '0553578693', '0385509456', '067176537X', '0517201658', '3596214629', '0071416331', '0812575954', '0801491827', '0345335465', '0312283784', '0380617625', '0670031046', '1563899388', '0312422156', '0330332775', '1857938011', '0849943728', '0553562819', '0385479689']","['0553582909', '3492045642']",79.3
37093591,germaun,3717440190695125235,690 Hwy 78,Sumiton,"['0380617625', '0449911683', '080652121X', '0571197639', '0449245691', '0375821813', '0064409457', '0380754851', '0767905938', '0307215342', '0385509456', '3257212429', '0345416848', '0679777431', '0947782141', '0743211383', '185479549X', '0741405784', '0446608653', '0345428900', '0312995431', '0553107305', '0451527038', '0399143165', '0671864769', '156718796X', '1551662744', '080521061X', '0440226104', '0385493800', '0375823352', '0399147128', '0671621009', '1841721522', '0393030342', '0380711109']","['0061009059', '0316969443', '1576737357', '0373123485', '3257216416', '0743222229', '3442353866', '0975311255']",136.5
96934029,glossa,-1531089647060038817,27520 Hwy 98,Daphne,"['0674511255', '3596214629', '0140382658', '1563899388', '0972044205', '0517201658', '0425182878', '8807120194', '0590418858', '0975311255', '0373196989', '0947782141', '0801096677', '0486415864', '0385496907', '1841721522', '0425174484', '0416196772', '0553298860', '0140253580']","['0440224675', '0446310786', '0439569842', '0874067391', '0140021566', '0449911004', '055358099X']",90.1
35940896,lovel,7819444260251407256,6438 Basile Rowe,East Syracuse,['0671864769'],['0061009059'],108.9
36185647,kinder,6162788260844776992,3176 South Eufaula Avenue,Eufaula,"['0375500766', '0061030147', '0385336772', '0743418190', '0486272664', '0330484516', '0849943450', '0345379454']","['0849943728', '0671525832', '1401201172', '1928791107', '0812575482']",119.7
31971179,acupuncture,4355106674170009672,1007 Red Farmer Drive,Hueytown,"['0801096677', '0590897985', '0440117291', '0679442790', '0451527038', '0060938455', '0440224675', '0553562819', '0061030147', '0743206053', '0553107305', '0399137807', '0553579681', '0425142485', '3257216416', '0393020371', '0671623249', '0375821813', '0446608653', '0152162577', '0679743464', '0312906552', '061312975X', '0671847546', '0060934719', '0961769947', '3462021095', '0380617625', '0312282990', '0312422156']","['1561561428', '0689821166', '1884777805', '0425184129', '0399147012', '0671779338', '0553256785']",117.5
56315564,attalanta,1544893538605367521,474 Boston Post Road,North Windham,"['0486284735', '0385479689', '055358099X', '2070384349', '0449202631', '0812541642', '0440224829', '3518111000', '0515134368', '0312278586']","['0394586239', '0061009059', '1558505377', '0316116025', '0440241413']",94.1
47086048,sambo,-379152317781490030,1095 Industrial Pkwy,Saraland,"['0571209521', '0440234743', '0345391802', '0446527165', '0553574167', '044651747X', '0445402040', '0741403056', '0060192631', '0590418858', '0385511612', '0345451260', '0767905938', '2070423204', '0415928087', '0804117934', '0060987103', '1558505377', '0373871562', '0061042943', '156971620X', '0449006557', '0381999866', '067103619X', '0553107305', '0439221706', '0385337132']","['1573229148', '0385327773', '0890877564', '1569871213', '0805063897', '015216250X']",61.4
84556721,corncrib,-7444357461022045179,470 Route 211 East,Middletown,"['3596214629', '0937858994', '0671461494', '1573228737', '0486282112', '2070362388', '0842342702', '039457513X', '0671000306', '8483002523', '0679801146', '0889740828', '0385493800', '044651747X', '0380718332']","['0671779338', '0330332775', '0819154946', '0375821813']",82.8
69388436,emikoemil,5390501152451606156,311 RT 9W,Glenmont,"['0394551427', '0553574167', '0064470113', '0440130913', '0385503857', '8477830029', '8478097732', '0373871562', '0349101779', '0553225987', '067103619X', '0385493800', '3257216416', '0553574175', '0060917016', '0060932759', '1400077826', '0749748028', '0671779338', '0451527038', '225300670X', '0385333404', '044021145X', '0060938455', '0805063897', '0439221706', '0373196989', '0671021001', '0061042943', '0394895894', '015216250X']","['0486272664', '0671623249', '0064409457', '0385327773']",60.3
49755957,accustomed,9193801071977089382,470 Route 211 East,Middletown,"['0140250964', '0446527793', '0449001954', '044651747X', '039456894X', '0439319552', '0804117934', '0870441663', '0439221676']",['0786886463'],117.5
79708615,oil,-7174481378598112088,555 Hubbard Ave-Suite 12,Pittsfield,"['0140620664', '8466601090', '0486415864', '0743222229', '0849943728', '0553561618', '0451523318', '074345829X', '0060006048', '0345313860', '1854795554', '0671027360', '0380754851', '0316666343', '0590870157', '0812923278', '0345391802', '0380717018', '0671864769', '0446605484', '0380788497', '0061009059', '0060987103', '0345441133', '0765341972', '0375751513', '038549825X', '0399147012', '0446531332', '0515128554', '0375821813', '0415928087', '044021145X', '0140253580', '0553298860', '0440223571', '0842342702']","['0590450875', '0786015276', '0451166892', '0812541642', '0446608653']",54.1
47588295,vachel,-2118805632402822157,20 Soojian Dr,Leicester,"['0439221706', '0375704027', '0937858994', '0821770209', '0312206763', '080652121X', '0060804157', '0765341972', '0446672211', '0312261594', '0060006048', '0553225987', '043922165X', '0307215342', '0416196772', '0805063897', '0767905938', '0947782141', '0060973897', '0446523992', '0399148582', '0062517856', '0884111342', '0380754509', '0801491827', '0060930705', '0836230868', '0486282112', '038076654X', '0889740828', '0380788497', '0060934719', '1573225126', '0451181379', '0385333404', '0060973129', '1576737357', '0385503857', '0140253580', '0345413377']","['0140107649', '2266029460']",142.7
80435076,episode,-3188823403421881152,1717 South College Street,Auburn,"['3499151502', '3257216416', '0140029400', '0345354931', '0060973129', '0381999866', '0440122090', '0875421288', '0840734530', '0812541642', '0679733825', '0553584383', '0394800133', '1558505377', '0671649949', '0316116025', '8420639133', '0590450875', '0972044205', '0451527747', '0451208080', '0451625889', '185479549X', '0786886463', '0345418018', '0425137945', '0812521129', '0385333404', '0553562819', '0415928087', '0821772953']",[],51.6
52584270,goodtempered,-2208820980996311498,969 Us Hwy 80 West,Demopolis,"['0439319552', '0553574167', '0743206045', '0849943450', '156341029X', '0451523415', '0449211770', '067103619X', '1853262404']","['0439221730', '3518111000', '038076654X', '0399147128', '3473540420']",54.5
76974059,wast,-514208904126257151,3176 South Eufaula Avenue,Eufaula,"['080521061X', '0688180639', '0399147128', '0373750013', '0679743464', '0446531332', '0439569842', '0743462335', '185479549X', '0451208080', '3746670055', '0446364762', '0345313860', '0674511255', '0671525832', '0866119531', '1585007366', '0375509038', '0449212084', '0679733825', '0380728273', '0553579681', '0894342789', '0375705856', '0440224675', '0451410319', '0060987103', '039457513X', '8433914545', '0821772953', '0439095026', '0375420827', '0805062971']","['1928791107', '0590450875', '0245542957', '0440222303', '0505524996']",56.7
26338457,tagliatelle,8399876900793735095,1105 Boston Road,Springfield,"['2266029460', '0671623249', '0439221706', '0767905938', '3257216416', '1551662744', '0812523385', '0316735736', '0345416848', '0553210092', '0805063897', '0312422156', '0590021117', '0590418858', '0399147128', '0380817144', '1881320189', '0156027321', '0140286276', '0316116025', '0975311255', '0156047624', '0671042858', '0743462335', '0765341972', '0805062971', '0345433173', '0446527793', '0399148582', '1414035004', '039304016X', '0060621257', '1558744150', '0894342789', '0385316895', '3257212054', '0385730586', '1567407781', '074345829X']","['0684868911', '0812575482', '0451526279', '0416196772', '0688180639']",148.2
99386994,gymnasiast,8770483081828019646,777 Brockton Avenue,Abington,"['0741402912', '0060804157', '0399147012', '0380815923', '0590481371', '1551662744', '0451527747', '0451527038', '0801096677', '0446608653', '0060973897', '0590484753', '0449245691', '074345829X', '055358099X', '0451526279', '193156146X', '0064472264', '0671023616', '0440211727', '0961769947', '0747538069', '0590870157', '0060173289', '0399137807', '0440441501', '0380717018', '0425182878']","['0373836023', '0972044205', '0345413369', '1558744150', '0312261594']",54.1
71298276,hulsey,-3512230484144484725,1201 Hwy 31 NW,Hartselle,"['3442353866', '0836230868', '0451202341', '0394800133', '0590225170', '1567407781', '0767905938', '0380002450', '0060938455', '0375420827', '1561561428', '8440616252', '0425184129', '0440241413', '3462021095', '0884111342', '0399143165', '0975311255', '0440234743', '0486415864', '0451625889', '0060913509']",[],148.7
99320815,strictly,-7406062231331064722,550 Providence Hwy,Walpole,"['0440949424', '0140250964', '3746670055', '0449212084', '0415928087', '0553584510', '0553101439', '2253005274', '0553584383', '0866119531', '1853260622', '0060938455', '0805062971', '0440441501', '0671027360', '0743411269', '1860198597', '038549825X', '0446672211', '0819215635', '0743222229', '0449245691', '0345451260', '0440211727', '0345428900', '0439319552', '0345416848', '0874067391', '0316666343', '0786886463', '0140021566', '0140107649', '0156047624', '0451527747', '0349101779', '0385479689']","['0440175623', '0345391802', '0452277337', '0590225170', '1881320189', '0451452755']",106.8
99357261,foushee,668887469449934854,1470 S Washington St,North Attleboro,"['1854795554', '0671042858', '0060173289', '0380617625', '0312890044']",['1841721522'],95.2
70277802,everybody,-4011557444145117891,1608 W Magnolia Ave,Geneva,"['0393020371', '0671779338', '055358099X', '0316171107', '1551662744', '1841721522', '2253148539', '0385503857', '0842342702', '0743418190', '0064470113', '0375500766', '0440234743', '0812575954', '0866119531', '0679733825', '0671042858', '0399147012', '0440226104', '0425179672', '3462021095', '039304016X', '0312252617', '0812521331', '3423116714', '0819215635', '0446531332', '0451523415', '0671002481', '9724119378', '0679743464', '0375823352', '0875421288']","['0060809027', '0349101779', '3499151502', '0385490992']",106.8
91806108,casals,-4858524485063371546,2041 Douglas Avenue,Brewton,"['0330332775', '0440224829', '0375509038', '0380617625', '0440222818', '0440218535', '0671021745', '0515134368', '0446527793', '1884777805', '0553578693', '0060529709', '0449211770', '0446608653', '1561561428', '0345413377', '0393020371', '0688180639', '0446605484', '0451625889', '0385490992', '0451410319', '055321313X']","['1573229148', '0446531332', '039457513X']",83.0
31615630,plum,-3958195287079160450,330 Sutton Rd,Huntsville,"['0380617625', '0380752115', '0345403339', '0571209521', '0945397410', '0425142485', '0439221676', '0446519138', '0380715899', '0425178242', '0312906552', '0060938455', '0446608653', '0553562819', '038549825X', '0440222303', '0440130913', '039456894X', '074345829X', '0446523992', '0679893105', '1567407781', '0743201078', '1563899388', '0812575954', '2253005274', '2266029460', '3257212054', '0140021566', '1881320189', '0316314927', '0671023616', '0743211383', '0345413377', '0451527747', '0819154946', '0060804157', '0373123485', '0380704587', '0553256785']","['014036336X', '8466601090', '1558505377', '0451195663', '0743418190']",81.5
94798236,executor,5081785910424870892,501 Willow Lane,Greenville,[],"['0385511612', '0451450256', '1853260673', '0553562819', '3492045642', '0375704027']",104.4
73846323,vella,4042583667742520942,1007 Red Farmer Drive,Hueytown,"['0399138684', '0446672211', '0060006048', '0590484753', '0445402040', '0385511612', '0060913509', '0747538069', '0449212084', '0849943728', '0393030342', '0312261594', '0439569842']","['0671621009', '0571209521', '0451410319', '0345413377', '0380732688', '0440415993', '0375704027', '0451456548']",53.7
21922117,herzel,8691298180039746798,3371 S Alabama Ave,Monroeville,"['0819215635', '0671027360', '0425178242']","['0385336772', '2266084372', '8478097732']",148.6
89999938,edeline,3883205895672328659,5033 Transit Road,Clarence,"['0060973129', '0152162577', '8440616252', '0452277337', '0786913878', '0821772953', '0312906552', '0884111342', '1567407781', '0345251733', '0451526279', '0312148267', '0439569842', '039304016X', '0842342702', '1573225126', '0140253580', '0440241413', '0743211383', '0060083298', '225300670X', '0486281965']","['0590225170', '0446527165']",87.8
89107321,recreant,-6929485521393617473,69 Prospect Hill Road,East Windsor,"['0060930187', '3442098424', '0743462335']","['2266084372', '0316969443', '0439569842']",131.8
50708548,yamauchi,8848406636252519278,450 Highland Ave,Salem,"['0553562819', '0393048977', '0385509456', '0865050880', '0812523385', '0380715899', '0684823802', '0671042858', '055358099X', '0312282990', '0927545373', '0440117291', '0312261594', '0486281965', '0345391802', '0385503857', '0590897985', '074345829X', '0451452755', '0060173289', '039457513X', '0553582909', '2070384349', '0345335465', '0451523415', '0786015276', '0679893105', '0415928087', '0440222818', '0451456548', '0380711109', '0156047624', '0741403056']","['044651747X', '2070423204']",86.4
